38.236.94.0/23,BR,BR-PA,Ananindeua,67125-129
38.236.94.0/24,BR,BR-PA,Ananindeua,67125-129
38.236.95.0/24,BR,BR-PA,Ananindeua,67125-129
2804:9558::/32,BR,BR-PA,Ananindeua,67125-129
